Date,Hour,F1,F2,F3,F4,F5,F6,Target
05/03/2022 ,24,23047,10676,10184,1934,10,8,78
05/04/2022 ,1,21944,10301,9510,1884,10,9,91
05/04/2022 ,2,21280,9921,9272,1838,10,9,83
05/04/2022 ,3,20845,9774,9074,1750,10,9,80
05/04/2022 ,4,20704,9701,9023,1730,10,9,81
05/04/2022 ,5,21028,9871,9138,1765,10,9,85
05/04/2022 ,6,22104,10445,9532,1868,10,9,95
05/04/2022 ,7,23134,11020,9890,1953,10,9,93
05/04/2022 ,8,23204,10948,10081,1909,10,9,75
05/04/2022 ,9,22883,10522,10292,1814,10,9,64
05/04/2022 ,10,22445,10083,10441,1667,10,9,55
05/04/2022 ,11,21648,9700,10205,1489,10,9,53
05/04/2022 ,12,21326,9469,10242,1360,10,9,52
05/04/2022 ,13,21554,9462,10509,1326,10,9,57
05/04/2022 ,14,22097,9646,10829,1362,10,9,60
05/04/2022 ,15,22950,10019,11274,1393,10,9,67
05/04/2022 ,16,24266,10656,11804,1533,10,9,66
05/04/2022 ,17,25834,11378,12326,1835,10,9,74
05/04/2022 ,18,27444,12213,12728,2206,10,9,84
05/04/2022 ,19,28529,12993,12875,2363,10,9,119
05/04/2022 ,20,28995,13393,12837,2468,10,9,150
05/04/2022 ,21,28715,13268,12692,2461,10,9,130
05/04/2022 ,22,27600,12724,12243,2345,10,9,112
05/04/2022 ,23,25689,11860,11397,2148,10,9,95
05/04/2022 ,24,23906,11105,10525,1997,10,9,87
05/05/2022 ,1,22681,10592,9871,1941,11,10,80
05/05/2022 ,2,21750,10231,9394,1849,11,10,79
05/05/2022 ,3,21133,9993,9076,1789,11,10,77
05/05/2022 ,4,20871,9887,8942,1767,11,10,77
05/05/2022 ,5,21183,9970,9128,1807,11,10,80
05/05/2022 ,6,22274,10501,9572,1919,11,10,91
05/05/2022 ,7,23433,11109,10038,2004,11,10,89
05/05/2022 ,8,23823,11235,10290,2016,11,10,74
05/05/2022 ,9,23612,11001,10443,1893,11,10,61
05/05/2022 ,10,23349,10594,10739,1760,11,10,53
05/05/2022 ,11,22910,10067,10937,1649,11,10,48
05/05/2022 ,12,22524,9833,10817,1615,11,10,44
05/05/2022 ,13,22796,9900,11027,1604,11,10,47
05/05/2022 ,14,23032,9939,11308,1514,11,10,54
05/05/2022 ,15,23718,10107,11699,1623,11,10,58
05/05/2022 ,16,24920,10594,12186,1848,11,10,63
05/05/2022 ,17,26257,11226,12678,2056,11,10,70
05/05/2022 ,18,27430,11842,13017,2271,11,10,77
05/05/2022 ,19,28056,12279,12958,2525,11,10,99
05/05/2022 ,20,28296,12596,12867,2553,11,10,120
05/05/2022 ,21,28188,12695,12712,2503,11,10,119
05/05/2022 ,22,27093,12256,12186,2379,11,10,109
05/05/2022 ,23,25381,11544,11386,2191,11,10,89
05/05/2022 ,24,23824,10892,10607,2069,11,10,80
05/06/2022 ,1,22565,10443,9909,1955,11,9,76
05/06/2022 ,2,21712,10116,9449,1880,11,9,76
05/06/2022 ,3,21112,9900,9151,1805,11,9,73
05/06/2022 ,4,20909,9839,9040,1778,11,9,72
05/06/2022 ,5,21144,10004,9074,1813,11,9,80
05/06/2022 ,6,22200,10540,9507,1898,11,9,86
05/06/2022 ,7,23204,11120,9877,1946,11,9,91
05/06/2022 ,8,23585,11187,10176,1952,11,9,71
05/06/2022 ,9,23670,10880,10597,1918,11,9,54
05/06/2022 ,10,23644,10600,10987,1775,11,9,58
05/06/2022 ,11,23340,10295,11136,1604,11,9,53
05/06/2022 ,12,22915,10081,11074,1450,11,9,53
05/06/2022 ,13,22946,10189,11050,1399,11,9,49
05/06/2022 ,14,23273,10222,11309,1449,11,9,52
05/06/2022 ,15,23718,10117,11632,1673,11,9,60
05/06/2022 ,16,24663,10414,12024,1929,11,9,53
05/06/2022 ,17,25663,10863,12475,2027,11,9,54
05/06/2022 ,18,26878,11558,12791,2233,11,9,62
05/06/2022 ,19,27519,12139,12697,2392,11,9,94
05/06/2022 ,20,27806,12461,12597,2457,11,9,117
05/06/2022 ,21,27889,12584,12567,2458,11,9,116
05/06/2022 ,22,26989,12221,12134,2357,11,9,107
05/06/2022 ,23,25378,11506,11391,2206,11,9,93
05/06/2022 ,24,23764,10830,10587,2074,11,9,81
05/07/2022 ,1,22547,10356,9944,1977,11,9,76
05/07/2022 ,2,21633,9989,9466,1912,11,9,75
05/07/2022 ,3,20893,9704,9117,1816,11,9,76
05/07/2022 ,4,20553,9555,8962,1783,11,9,76
05/07/2022 ,5,20583,9560,8980,1788,11,9,76
05/07/2022 ,6,20762,9700,9018,1784,11,9,79
05/07/2022 ,7,20858,9778,9025,1788,11,9,84
05/07/2022 ,8,21061,9766,9186,1836,11,9,61
05/07/2022 ,9,20807,9527,9315,1686,11,9,34
05/07/2022 ,10,19948,8889,9180,1596,11,9,27
05/07/2022 ,11,19292,8349,9149,1526,11,9,18
05/07/2022 ,12,18554,7804,9076,1406,11,9,12
05/07/2022 ,13,18162,7476,9103,1311,11,9,8
05/07/2022 ,14,18011,7237,9300,1199,11,9,5
05/07/2022 ,15,18391,7241,9581,1289,11,9,4
05/07/2022 ,16,19375,7553,10088,1445,11,9,8
05/07/2022 ,17,20930,8353,10586,1701,11,9,18
05/07/2022 ,18,22833,9443,10994,2095,11,9,43
05/07/2022 ,19,24029,10409,11072,2256,11,9,81
05/07/2022 ,20,24930,11082,11213,2364,11,9,104
05/07/2022 ,21,25259,11419,11241,2329,11,9,116
05/07/2022 ,22,24660,11234,10910,2248,11,9,104
05/07/2022 ,23,23474,10696,10402,2116,11,9,89
05/07/2022 ,24,22176,10109,9821,1988,11,9,86
05/08/2022 ,1,21240,9734,9325,1922,11,9,74
05/08/2022 ,2,20447,9411,8928,1852,11,9,74
05/08/2022 ,3,19870,9168,8663,1781,11,9,73
05/08/2022 ,4,19504,9037,8478,1726,11,9,71
05/08/2022 ,5,19421,9046,8389,1716,11,9,74
05/08/2022 ,6,19514,9135,8372,1730,11,9,75
05/08/2022 ,7,19396,9068,8330,1716,11,9,74
05/08/2022 ,8,19185,8642,8453,1805,11,9,40
05/08/2022 ,9,18677,7901,8631,1861,11,9,19
05/08/2022 ,10,18247,7452,8716,1786,11,9,17
05/08/2022 ,11,17885,7197,8733,1658,11,9,5
05/08/2022 ,12,17401,7078,8505,1526,11,9,3
05/08/2022 ,13,16863,6836,8323,1418,11,9,2
05/08/2022 ,14,16164,6562,7997,1317,11,9,2
05/08/2022 ,15,15987,6313,7994,1392,11,9,2
05/08/2022 ,16,16811,6641,8258,1620,11,9,2
05/08/2022 ,17,18183,7350,8684,1853,11,9,5
05/08/2022 ,18,20104,8421,9340,2047,11,9,24
05/08/2022 ,19,21886,9693,9731,2176,11,9,75
05/08/2022 ,20,23339,10580,10216,2269,11,9,96
05/08/2022 ,21,24072,11060,10506,2241,11,9,105
05/08/2022 ,22,23569,10901,10251,2153,11,9,96
05/08/2022 ,23,22270,10317,9684,2003,11,9,90
05/08/2022 ,24,20979,9739,9108,1873,11,9,82
05/09/2022 ,1,20250,9412,8750,1834,11,9,72
05/09/2022 ,2,19717,9164,8488,1805,11,9,71
05/09/2022 ,3,19474,9045,8339,1825,11,9,70
05/09/2022 ,4,19565,9106,8389,1800,11,9,72
05/09/2022 ,5,20143,9444,8666,1760,11,9,81
05/09/2022 ,6,21520,10140,9218,1879,11,9,100
05/09/2022 ,7,22852,10869,9740,1956,11,9,101
05/09/2022 ,8,23554,11105,10078,2081,11,9,79
05/09/2022 ,9,23272,10587,10326,2079,11,9,60
05/09/2022 ,10,22390,10006,10323,1790,11,9,53
05/09/2022 ,11,21823,9669,10346,1554,11,9,48
05/09/2022 ,12,21121,9413,10097,1359,11,9,39
05/09/2022 ,13,20510,9196,9727,1324,11,9,41
05/09/2022 ,14,20163,9042,9531,1339,11,9,39
05/09/2022 ,15,20088,8918,9512,1409,11,9,33
05/09/2022 ,16,20301,8965,9565,1521,11,9,37
05/09/2022 ,17,21329,9393,9952,1728,11,9,38
05/09/2022 ,18,22921,10272,10379,2005,11,9,45
05/09/2022 ,19,24466,11219,10768,2219,11,9,83
05/09/2022 ,20,25801,11968,11208,2361,11,9,105
05/09/2022 ,21,26391,12311,11429,2390,11,9,116
05/09/2022 ,22,25576,11971,11078,2269,11,9,103
05/09/2022 ,23,23997,11251,10402,2090,11,9,94
05/09/2022 ,24,22538,10587,9755,1945,11,9,86
05/10/2022 ,1,21690,10230,9319,1887,10,9,73
05/10/2022 ,2,21090,9975,9004,1839,10,9,71
05/10/2022 ,3,20673,9798,8815,1790,10,9,70
05/10/2022 ,4,20663,9823,8817,1766,10,9,70
05/10/2022 ,5,21290,10155,9075,1805,10,9,75
05/10/2022 ,6,22510,10816,9549,1883,10,9,87
05/10/2022 ,7,23622,11519,9927,1903,10,9,95
05/10/2022 ,8,23930,11653,10176,1840,10,9,71
05/10/2022 ,9,23011,10893,10093,1765,10,9,58
05/10/2022 ,10,21976,10093,9902,1715,10,9,52
05/10/2022 ,11,21217,9638,9763,1559,10,9,42
05/10/2022 ,12,20379,9286,9422,1403,10,9,39
05/10/2022 ,13,19978,9042,9264,1400,10,9,35
05/10/2022 ,14,19932,8997,9262,1414,10,9,34
05/10/2022 ,15,20074,8986,9355,1473,10,9,31
05/10/2022 ,16,20408,9111,9548,1483,10,9,30
05/10/2022 ,17,21490,9555,9929,1737,10,9,34
05/10/2022 ,18,23052,10383,10347,2050,10,9,50
05/10/2022 ,19,24510,11317,10659,2267,10,9,80
05/10/2022 ,20,25732,11969,11126,2364,10,9,101
05/10/2022 ,21,26342,12296,11392,2389,10,9,113
05/10/2022 ,22,25632,12035,11064,2274,10,9,97
05/10/2022 ,23,24141,11329,10454,2102,10,9,86
05/10/2022 ,24,22756,10675,9871,1960,10,9,81
05/11/2022 ,1,21890,10302,9424,1915,10,8,69
05/11/2022 ,2,21309,10065,9122,1869,10,8,65
05/11/2022 ,3,20968,9920,8942,1837,10,8,63
05/11/2022 ,4,20908,9953,8864,1817,10,8,64
05/11/2022 ,5,21454,10288,9059,1829,10,8,65
05/11/2022 ,6,22592,10913,9482,1916,10,8,75
05/11/2022 ,7,23680,11534,9933,1936,10,8,82
05/11/2022 ,8,23328,10995,10153,1904,10,8,63
05/11/2022 ,9,22982,10743,10095,1868,10,8,47
05/11/2022 ,10,21677,9885,9832,1684,10,8,34
05/11/2022 ,11,20456,9224,9521,1437,10,8,27
05/11/2022 ,12,19618,8749,9203,1391,10,8,22
05/11/2022 ,13,19190,8512,9023,1379,10,8,21
05/11/2022 ,14,19162,8587,8999,1301,10,8,18
05/11/2022 ,15,19238,8633,9025,1305,10,8,17
05/11/2022 ,16,19679,8793,9201,1410,10,8,15
05/11/2022 ,17,20863,9184,9670,1732,10,8,13
05/11/2022 ,18,22568,10074,10245,1970,10,8,24
05/11/2022 ,19,24282,11109,10659,2236,10,8,71
05/11/2022 ,20,25659,11856,11182,2349,10,8,94
05/11/2022 ,21,26273,12213,11403,2383,10,8,107
05/11/2022 ,22,25589,11940,11117,2269,10,8,90
05/11/2022 ,23,24052,11243,10447,2101,10,8,81
05/11/2022 ,24,22695,10615,9877,1950,10,8,75
05/12/2022 ,1,21807,10235,9413,1908,10,9,75
05/12/2022 ,2,21141,9962,9086,1842,10,9,73
05/12/2022 ,3,20734,9770,8905,1807,10,9,70
05/12/2022 ,4,20712,9763,8883,1808,10,9,71
05/12/2022 ,5,21132,10052,9019,1803,10,9,75
05/12/2022 ,6,22325,10660,9496,1896,10,9,89
05/12/2022 ,7,23341,11243,9884,1936,10,9,89
05/12/2022 ,8,23463,11261,10071,1867,10,9,66
05/12/2022 ,9,22836,10746,10107,1725,10,9,54
05/12/2022 ,10,22688,10646,10076,1709,10,9,42
05/12/2022 ,11,21456,9704,10013,1488,10,9,34
05/12/2022 ,12,20844,9285,9966,1343,10,9,33
05/12/2022 ,13,20567,9182,9864,1272,10,9,29
05/12/2022 ,14,20667,8983,10148,1287,10,9,27
05/12/2022 ,15,21066,8921,10511,1383,10,9,30
05/12/2022 ,16,21699,8950,10905,1591,10,9,32
05/12/2022 ,17,22615,9359,11138,1861,10,9,37
05/12/2022 ,18,24445,10367,11555,2264,10,9,52
05/12/2022 ,19,25824,11379,11780,2406,10,9,78
05/12/2022 ,20,26693,12014,11941,2477,10,9,100
05/12/2022 ,21,26938,12272,11961,2444,10,9,114
05/12/2022 ,22,26103,12010,11512,2325,10,9,97
05/12/2022 ,23,24443,11309,10729,2152,10,9,88
05/12/2022 ,24,23029,10699,10040,2039,10,9,82
05/13/2022 ,1,21983,10289,9501,1944,10,9,75
05/13/2022 ,2,21402,10012,9173,1970,10,9,74
05/13/2022 ,3,21092,9884,8979,1982,10,9,69
05/13/2022 ,4,20976,9869,8870,1989,10,9,67
05/13/2022 ,5,21258,10052,9019,1936,10,9,72
05/13/2022 ,6,22040,10539,9383,1863,10,9,81
05/13/2022 ,7,22921,11060,9736,1867,10,9,80
05/13/2022 ,8,23359,11149,10133,1821,10,9,57
05/13/2022 ,9,22936,10584,10323,1776,10,9,56
05/13/2022 ,10,22319,9920,10520,1629,10,9,51
05/13/2022 ,11,21747,9435,10556,1507,10,9,41
05/13/2022 ,12,21458,9107,10600,1502,10,9,40
05/13/2022 ,13,21734,8918,11027,1538,10,9,37
05/13/2022 ,14,22311,8968,11528,1561,10,9,45
05/13/2022 ,15,23224,9109,12149,1708,10,9,53
05/13/2022 ,16,24464,9489,12867,1845,10,9,57
05/13/2022 ,17,26019,10213,13474,2064,10,9,60
05/13/2022 ,18,27494,11069,13826,2328,10,9,64
05/13/2022 ,19,28415,11885,13735,2525,10,9,83
05/13/2022 ,20,28664,12361,13442,2593,10,9,107
05/13/2022 ,21,28507,12518,13182,2543,10,9,114
05/13/2022 ,22,27516,12232,12599,2426,10,9,98
05/13/2022 ,23,25798,11531,11754,2258,10,9,80
05/13/2022 ,24,24115,10883,10897,2085,10,9,74
05/14/2022 ,1,22871,10396,10232,1996,10,9,68
05/14/2022 ,2,21868,10009,9712,1902,10,9,68
05/14/2022 ,3,21138,9733,9352,1810,10,9,69
05/14/2022 ,4,20745,9592,9149,1761,10,9,67
05/14/2022 ,5,20662,9604,9062,1751,10,9,70
05/14/2022 ,6,20782,9738,9049,1749,10,9,73
05/14/2022 ,7,20738,9798,8997,1695,10,9,72
05/14/2022 ,8,20835,9679,9220,1688,10,9,42
05/14/2022 ,9,20874,9309,9605,1711,10,9,33
05/14/2022 ,10,20891,8964,9997,1681,10,9,31
05/14/2022 ,11,20840,8632,10361,1596,10,9,31
05/14/2022 ,12,20922,8348,10793,1526,10,9,32
05/14/2022 ,13,21281,8355,11143,1523,10,9,34
05/14/2022 ,14,22358,8534,11891,1668,10,9,41
05/14/2022 ,15,23530,8847,12743,1669,10,9,44
05/14/2022 ,16,25162,9361,13623,1897,10,9,53
05/14/2022 ,17,27068,10226,14321,2227,10,9,64
05/14/2022 ,18,28846,11237,14780,2542,10,9,77
05/14/2022 ,19,29954,12222,14709,2740,10,9,93
05/14/2022 ,20,29927,12641,14255,2754,10,9,120
05/14/2022 ,21,29326,12615,13752,2688,10,9,123
05/14/2022 ,22,28232,12318,13099,2551,10,9,103
05/14/2022 ,23,26389,11634,12139,2359,10,9,88
05/14/2022 ,24,24490,10919,11153,2166,10,9,75
05/15/2022 ,1,23042,10339,10395,2060,10,9,74
05/15/2022 ,2,21833,9892,9751,1944,10,9,79
05/15/2022 ,3,21003,9578,9325,1856,10,9,73
05/15/2022 ,4,20451,9369,9028,1809,10,9,73
05/15/2022 ,5,20105,9217,8878,1764,10,9,72
05/15/2022 ,6,19937,9225,8730,1735,10,9,75
05/15/2022 ,7,19562,9123,8538,1653,10,9,68
05/15/2022 ,8,19615,8994,8721,1651,10,9,39
05/15/2022 ,9,19882,8820,9211,1601,10,9,29
05/15/2022 ,10,19820,8442,9516,1611,10,9,23
05/15/2022 ,11,19922,8165,9863,1639,10,9,20
05/15/2022 ,12,20498,8239,10395,1602,10,9,21
05/15/2022 ,13,20865,8279,10822,1489,10,9,27
05/15/2022 ,14,21405,8393,11217,1520,10,9,29
05/15/2022 ,15,22267,8840,11596,1551,10,9,38
05/15/2022 ,16,23299,9508,11808,1694,10,9,49
05/15/2022 ,17,25132,10498,12360,1965,10,9,54
05/15/2022 ,18,26812,11538,12705,2259,10,9,67
05/15/2022 ,19,27634,12098,12770,2459,10,9,85
05/15/2022 ,20,27933,12376,12769,2485,10,9,111
05/15/2022 ,21,27738,12350,12627,2462,10,9,115
05/15/2022 ,22,26544,11979,11926,2347,10,9,93
05/15/2022 ,23,24751,11209,11096,2162,10,9,80
05/15/2022 ,24,22962,10376,10293,2015,10,9,72
05/16/2022 ,1,21748,9843,9690,1940,10,9,69
05/16/2022 ,2,20944,9497,9289,1885,10,9,67
05/16/2022 ,3,20500,9275,9118,1837,10,9,65
05/16/2022 ,4,20328,9263,8973,1823,10,9,66
05/16/2022 ,5,20686,9460,9106,1851,10,9,68
05/16/2022 ,6,21712,9989,9523,1926,10,9,75
05/16/2022 ,7,22835,10590,9982,1991,10,9,74
05/16/2022 ,8,23668,10864,10504,2039,10,9,44
05/16/2022 ,9,23687,10638,10827,1960,10,9,40
05/16/2022 ,10,23425,10260,11055,1840,10,9,36
05/16/2022 ,11,23125,9823,11342,1692,10,9,35
05/16/2022 ,12,22965,9637,11410,1641,10,9,32
05/16/2022 ,13,23187,9821,11546,1543,10,9,34
05/16/2022 ,14,23440,10007,11631,1514,10,9,37
05/16/2022 ,15,24073,10157,12008,1598,10,9,42
05/16/2022 ,16,24874,10258,12587,1709,10,9,45
05/16/2022 ,17,26140,10828,13028,1961,10,9,50
05/16/2022 ,18,27580,11658,13330,2269,10,9,64
05/16/2022 ,19,28436,12399,13239,2479,10,9,91
05/16/2022 ,20,28745,12802,13040,2591,10,9,114
05/16/2022 ,21,28762,12949,13012,2496,10,9,115
05/16/2022 ,22,27593,12559,12360,2376,10,9,95
05/16/2022 ,23,25680,11725,11479,2185,10,9,79
05/16/2022 ,24,23939,10968,10654,2035,10,9,71
05/17/2022 ,1,22988,10715,10027,1977,11,9,65
05/17/2022 ,2,22240,10458,9616,1907,11,9,68
05/17/2022 ,3,21729,10212,9414,1842,11,9,68
05/17/2022 ,4,21521,10152,9307,1806,11,9,68
05/17/2022 ,5,21930,10374,9458,1845,11,9,73
05/17/2022 ,6,22859,10881,9776,1946,11,9,78
05/17/2022 ,7,24039,11451,10273,2059,11,9,81
05/17/2022 ,8,24933,11623,10812,2244,11,9,55
05/17/2022 ,9,24953,11177,11281,2267,11,9,55
05/17/2022 ,10,24399,10627,11439,2109,11,9,52
05/17/2022 ,11,23386,10158,11148,1808,11,9,48
05/17/2022 ,12,22332,9817,10684,1554,11,9,48
05/17/2022 ,13,21850,9766,10419,1375,11,9,47
05/17/2022 ,14,22132,9927,10564,1332,11,9,52
05/17/2022 ,15,22890,10195,10958,1423,11,9,54
05/17/2022 ,16,23950,10541,11490,1601,11,9,60
05/17/2022 ,17,25481,11292,12005,1863,11,9,60
05/17/2022 ,18,26804,11995,12346,2143,11,9,68
05/17/2022 ,19,28187,12929,12532,2411,11,9,91
05/17/2022 ,20,28757,13316,12552,2579,11,9,125
05/17/2022 ,21,28772,13381,12538,2550,11,9,124
05/17/2022 ,22,27780,13059,12081,2350,11,9,101
05/17/2022 ,23,26313,12509,11363,2161,11,9,82
05/17/2022 ,24,24472,11555,10612,2035,11,9,72
05/18/2022 ,1,23060,10743,10060,2002,11,9,67
05/18/2022 ,2,22088,10369,9574,1893,11,9,66
05/18/2022 ,3,21524,10163,9277,1829,11,9,66
05/18/2022 ,4,21190,9984,9150,1805,11,9,66
05/18/2022 ,5,21660,10229,9339,1834,11,9,69
05/18/2022 ,6,22727,10713,9795,1946,11,9,77
05/18/2022 ,7,23945,11336,10319,2012,11,9,84
05/18/2022 ,8,24669,11714,10706,1969,11,9,68
05/18/2022 ,9,24633,11398,11089,1864,11,9,54
05/18/2022 ,10,23865,10957,10926,1699,11,9,54
05/18/2022 ,11,23224,10576,10724,1649,11,9,54
05/18/2022 ,12,23245,10621,10710,1640,11,9,56
05/18/2022 ,13,23633,10793,11010,1550,11,9,58
05/18/2022 ,14,24286,11187,11340,1469,11,9,63
05/18/2022 ,15,25772,11807,12101,1559,11,9,68
05/18/2022 ,16,27253,12535,12651,1761,11,9,71
05/18/2022 ,17,28810,13501,13091,1911,11,9,65
05/18/2022 ,18,30294,14367,13376,2247,11,9,83
05/18/2022 ,19,30865,14807,13370,2386,11,9,105
05/18/2022 ,20,31010,14990,13250,2470,11,9,142
05/18/2022 ,21,30779,14870,13107,2510,11,9,132
05/18/2022 ,22,29433,14237,12530,2386,11,9,107
05/18/2022 ,23,27272,13137,11646,2211,11,9,85
05/18/2022 ,24,25301,12172,10797,2061,11,9,80
05/19/2022 ,1,23976,11541,10144,2025,11,10,81
05/19/2022 ,2,23170,11237,9693,1977,11,10,81
05/19/2022 ,3,22495,10739,9470,2025,11,10,79
05/19/2022 ,4,22137,10522,9351,1994,11,10,77
05/19/2022 ,5,22319,10599,9482,1980,11,10,80
05/19/2022 ,6,23223,11085,9862,2024,11,10,89
05/19/2022 ,7,24690,11899,10421,2116,11,10,84
05/19/2022 ,8,25846,12338,11059,2192,11,10,60
05/19/2022 ,9,26097,12172,11553,2112,11,10,46
05/19/2022 ,10,25750,11833,11776,1876,11,10,46
05/19/2022 ,11,25397,11708,11670,1747,11,10,45
05/19/2022 ,12,25031,11503,11653,1592,11,10,47
05/19/2022 ,13,24904,11587,11553,1461,11,10,51
05/19/2022 ,14,25423,11859,11721,1530,11,10,51
05/19/2022 ,15,26201,12191,12010,1695,11,10,54
05/19/2022 ,16,26912,12650,12040,1914,11,10,53
05/19/2022 ,17,27895,13063,12384,2126,11,10,52
05/19/2022 ,18,29010,13746,12637,2302,11,10,61
05/19/2022 ,19,29436,14236,12504,2376,11,10,93
05/19/2022 ,20,29680,14337,12537,2488,11,10,133
05/19/2022 ,21,29418,14124,12494,2489,11,10,126
05/19/2022 ,22,28297,13593,12058,2344,11,10,106
05/19/2022 ,23,26407,12638,11310,2168,11,10,86
05/19/2022 ,24,24564,11668,10586,2033,11,10,78
05/20/2022 ,1,23346,11093,9981,1998,11,9,68
05/20/2022 ,2,22467,10659,9563,1978,11,9,70
05/20/2022 ,3,21881,10323,9312,1992,11,9,73
05/20/2022 ,4,21677,10199,9194,2031,11,9,71
05/20/2022 ,5,21790,10290,9283,1964,11,9,75
05/20/2022 ,6,22689,10767,9691,1977,11,9,77
05/20/2022 ,7,23991,11405,10249,2082,11,9,72
05/20/2022 ,8,24991,11712,10822,2201,11,9,52
05/20/2022 ,9,25130,11215,11427,2233,11,9,38
05/20/2022 ,10,24743,10503,11766,2221,11,9,32
05/20/2022 ,11,24246,9971,11856,2163,11,9,31
05/20/2022 ,12,23774,9617,11751,2144,11,9,29
05/20/2022 ,13,23710,9488,11772,2190,11,9,28
05/20/2022 ,14,23685,9608,11713,2106,11,9,30
05/20/2022 ,15,23654,9838,11488,2069,11,9,40
05/20/2022 ,16,24064,10441,11275,2087,11,9,39
05/20/2022 ,17,24961,11214,11304,2178,11,9,38
05/20/2022 ,18,25460,11716,11206,2270,11,9,57
05/20/2022 ,19,26135,12257,11278,2332,11,9,78
05/20/2022 ,20,26665,12636,11405,2356,11,9,122
05/20/2022 ,21,26989,12867,11493,2363,11,9,124
05/20/2022 ,22,26348,12636,11175,2278,11,9,109
05/20/2022 ,23,24924,11951,10583,2135,11,9,89
05/20/2022 ,24,23496,11259,9976,2010,11,9,85
05/21/2022 ,1,22560,10815,9554,1943,11,9,87
05/21/2022 ,2,21856,10484,9243,1883,11,9,83
05/21/2022 ,3,21420,10385,8986,1804,11,9,84
05/21/2022 ,4,20920,10056,8850,1768,11,9,80
05/21/2022 ,5,21053,10177,8864,1765,11,9,85
05/21/2022 ,6,21119,10118,8965,1788,11,9,91
05/21/2022 ,7,21699,10622,9011,1817,11,9,80
05/21/2022 ,8,21933,10567,9210,1905,11,9,44
05/21/2022 ,9,21612,10072,9363,1926,11,9,27
05/21/2022 ,10,21352,9507,9682,1910,11,9,22
05/21/2022 ,11,21073,9263,9684,1877,11,9,21
05/21/2022 ,12,20830,9161,9547,1870,11,9,19
05/21/2022 ,13,20490,9128,9362,1741,11,9,17
05/21/2022 ,14,20644,9381,9200,1793,11,9,20
05/21/2022 ,15,21100,9740,9165,1925,11,9,23
05/21/2022 ,16,21995,10363,9350,1995,11,9,30
05/21/2022 ,17,23073,11079,9697,2014,11,9,39
05/21/2022 ,18,24053,11594,10119,2064,11,9,54
05/21/2022 ,19,24944,12161,10363,2140,11,9,83
05/21/2022 ,20,25797,12573,10706,2239,11,9,123
05/21/2022 ,21,25962,12510,10909,2273,11,9,125
05/21/2022 ,22,25322,12206,10652,2203,11,9,108
05/21/2022 ,23,24091,11568,10188,2080,11,9,88
05/21/2022 ,24,22861,10949,9698,1964,11,9,90
05/22/2022 ,1,22069,10661,9262,1899,11,9,75
05/22/2022 ,2,21466,10457,8928,1836,11,9,74
05/22/2022 ,3,21002,10314,8668,1776,11,9,73
05/22/2022 ,4,20663,10144,8509,1766,11,9,73
05/22/2022 ,5,20476,10039,8470,1721,11,9,75
05/22/2022 ,6,20263,9864,8417,1735,11,9,75
05/22/2022 ,7,20451,10057,8364,1782,11,9,68
05/22/2022 ,8,20469,9915,8460,1847,11,9,34
05/22/2022 ,9,20012,9471,8459,1835,11,9,14
05/22/2022 ,10,19428,9041,8494,1645,11,9,15
05/22/2022 ,11,19025,8770,8561,1440,11,9,12
05/22/2022 ,12,18654,8644,8506,1242,11,9,15
05/22/2022 ,13,18595,8665,8568,1102,11,9,15
05/22/2022 ,14,19171,8869,8883,1148,11,9,17
05/22/2022 ,15,20195,9420,9167,1315,11,9,21
05/22/2022 ,16,21500,10098,9600,1505,11,9,35
05/22/2022 ,17,23439,11174,10227,1741,11,9,51
05/22/2022 ,18,25187,12219,10710,1957,11,9,59
05/22/2022 ,19,26260,12836,10966,2153,11,9,81
05/22/2022 ,20,26559,12834,11114,2310,11,9,118
05/22/2022 ,21,26703,12818,11232,2357,11,9,121
05/22/2022 ,22,26084,12550,10978,2271,11,9,103
05/22/2022 ,23,24615,11823,10406,2122,11,9,84
05/22/2022 ,24,23008,11032,9752,1971,11,9,80
05/23/2022 ,1,21754,10310,9277,1918,11,9,74
05/23/2022 ,2,21364,10312,8964,1841,11,9,71
05/23/2022 ,3,20869,10095,8730,1799,11,9,69
05/23/2022 ,4,20569,9832,8684,1807,11,9,70
05/23/2022 ,5,20942,9896,8912,1886,11,9,77
05/23/2022 ,6,22004,10403,9441,1907,11,9,89
05/23/2022 ,7,23566,11271,9980,2052,11,9,83
05/23/2022 ,8,24863,11753,10618,2238,11,9,61
05/23/2022 ,9,25567,11856,11170,2286,11,9,54
05/23/2022 ,10,25244,11546,11270,2168,11,9,54
05/23/2022 ,11,24759,11356,11209,1932,11,9,49
05/23/2022 ,12,24503,11359,11111,1767,11,9,52
05/23/2022 ,13,24302,11518,10849,1663,11,9,61
05/23/2022 ,14,24660,11888,10898,1593,11,9,54
05/23/2022 ,15,25239,12285,11041,1612,11,9,58
05/23/2022 ,16,26493,13005,11507,1690,11,9,64
05/23/2022 ,17,27867,13737,11977,1867,11,9,66
05/23/2022 ,18,28945,14194,12358,2105,11,9,78
05/23/2022 ,19,29656,14667,12434,2268,11,9,98
05/23/2022 ,20,29929,14776,12481,2386,11,9,130
05/23/2022 ,21,29796,14581,12512,2421,11,9,126
05/23/2022 ,22,28641,13961,12085,2322,11,9,106
05/23/2022 ,23,26595,12937,11236,2160,11,9,94
05/23/2022 ,24,24772,12010,10492,2014,11,9,82
